oa_code,one_person_household_aged_65_and_over,one_person_household_aged_under_65,one_family_only_all_aged_65_and_over,one_family_only_married_or_same_sex_civil_partnership_couple_no_children,one_family_only_married_or_same_sex_civil_partnership_couple_with_dependent_children,one_family_only_married_or_same_sex_civil_partnership_couple_all_children_non_dependent,one_family_only_cohabiting_couple_no_children,one_family_only_cohabiting_couple_with_dependent_children,one_family_only_cohabiting_couple_all_children_non_dependent,one_family_only_lone_parent_with_dependent_children,one_family_only_lone_parent_all_children_non_dependent,other_households_with_dependent_children,other_households_all_full_time_students,other_households_all_aged_65_and_over,other_households_other
S00089310,13,15,3,4,12,2,0,5,0,4,3,1,5,0,5
S00089311,9,8,6,7,4,2,4,2,0,1,2,0,0,0,4
S00089312,5,14,8,7,13,8,4,4,1,2,0,0,2,0,1
S00089313,20,11,10,8,12,1,3,3,1,1,2,0,1,1,1
S00089314,3,37,1,9,8,1,8,1,0,1,0,0,2,0,2
S00089315,6,8,7,10,9,1,2,2,0,0,3,1,0,0,1
S00089316,8,7,8,9,12,3,1,0,0,0,1,0,0,0,0
S00089317,3,3,5,12,13,1,1,0,0,1,0,0,0,0,1
S00089318,12,3,4,7,10,2,2,1,0,1,0,1,0,0,2
S00089319,7,7,7,14,8,3,4,1,1,2,4,0,0,1,1
S00089320,6,4,4,6,12,5,4,1,2,1,1,0,0,0,1
S00089321,2,5,9,7,9,1,0,0,0,1,2,0,0,0,1
S00089322,12,5,8,5,10,3,5,4,0,1,1,1,0,0,0
S00089323,8,6,8,4,6,3,1,2,0,0,2,0,0,0,0
S00089324,13,4,11,8,5,2,0,1,0,0,0,1,0,0,1
S00089325,4,7,6,7,11,4,1,0,0,0,0,1,0,0,2
S00089326,6,5,12,10,15,4,1,1,0,0,2,0,0,0,0
S00089327,9,4,8,13,4,5,1,2,0,2,2,0,0,0,0
S00089328,16,8,17,4,9,2,1,0,0,1,0,0,0,1,0
S00089329,10,6,11,7,4,5,0,0,0,0,2,2,0,1,0
S00089330,7,14,9,16,17,2,1,1,0,1,1,0,0,0,0
S00089331,11,5,13,11,17,4,0,1,0,1,4,2,0,0,0
S00089332,8,5,9,12,19,7,2,2,0,0,2,0,0,0,1
S00089333,14,4,9,13,20,3,6,2,0,2,0,0,0,0,0
S00089334,12,7,10,14,14,5,1,0,0,2,0,0,0,0,2
S00089335,8,12,6,6,10,6,5,3,0,1,1,1,0,1,2
S00089336,6,7,5,5,9,2,4,1,0,0,3,0,0,0,2
S00089337,5,5,4,7,2,1,0,2,0,0,3,0,0,0,0
S00089338,20,3,12,10,11,8,2,1,0,3,1,0,0,0,2
S00089339,15,5,14,12,13,4,2,0,1,0,1,1,0,1,0
S00089340,29,4,10,10,6,4,3,1,0,0,1,0,0,0,0
S00089341,11,12,5,6,4,1,2,1,0,1,0,1,0,0,0
S00089342,48,2,9,2,0,1,0,0,0,0,0,0,0,0,0
S00089343,7,25,2,6,1,0,3,1,0,2,0,0,1,0,1
S00089344,9,21,1,3,4,0,0,1,0,2,0,1,0,0,0
S00089345,6,15,3,5,2,1,6,3,0,0,4,1,0,0,6
S00089346,4,10,12,16,11,5,1,0,0,0,3,0,1,0,1
S00089347,8,6,6,7,12,1,3,1,0,2,1,0,0,1,0
S00089348,1,3,12,8,3,5,2,1,1,2,0,1,0,0,0
S00089349,7,4,7,10,8,4,0,0,0,3,2,0,0,0,0
S00089350,11,7,5,6,12,2,2,2,0,0,0,2,1,0,2
S00089351,11,6,4,9,23,5,4,2,0,1,0,0,0,0,3
S00089352,10,4,8,10,12,10,0,2,0,0,1,1,0,0,2
S00089353,9,4,8,12,6,4,4,0,0,1,1,1,1,0,1
S00089354,9,3,7,3,9,2,4,0,0,2,1,0,0,0,1
S00089355,3,3,8,9,20,6,5,1,0,1,2,0,0,0,0
S00089356,1,1,1,1,2,3,1,2,3,0,1,1,0,1,4
S00089357,3,15,6,4,4,3,2,4,0,3,3,1,2,0,3
S00089358,4,11,5,4,2,0,3,0,0,5,3,1,2,1,1
S00089359,12,8,5,3,10,3,3,2,1,5,2,0,0,0,2
S00089360,13,22,4,9,4,2,5,1,0,4,3,0,1,0,0
S00089361,14,14,10,3,8,6,1,1,0,5,6,2,1,0,1
S00089362,39,0,4,6,6,1,1,0,0,1,2,0,1,0,0
S00089363,4,3,1,6,3,2,2,1,0,1,1,0,0,0,3
S00089364,4,40,1,3,0,0,4,2,0,1,0,0,7,0,5
S00089365,0,27,1,4,7,0,8,1,0,1,0,1,6,0,10
S00089366,2,18,1,2,7,1,5,0,0,0,1,0,5,0,12
S00089367,10,13,3,11,4,1,1,1,0,2,5,1,1,0,1
S00089368,1,18,0,3,3,0,5,0,0,0,3,0,3,0,1
S00089369,6,29,0,2,7,0,5,2,0,1,0,0,9,0,7
S00089370,17,26,9,4,0,0,2,1,0,2,2,0,4,1,6
S00089371,13,29,1,12,2,0,7,1,0,3,3,0,2,0,2
S00089372,12,10,3,2,2,0,6,1,0,0,0,1,1,1,1
S00089373,2,23,2,7,2,2,7,0,0,2,2,0,3,0,4
S00089374,4,12,2,6,1,0,3,4,0,0,0,0,0,0,0
S00089375,18,12,16,13,6,1,1,1,0,1,3,1,0,0,1
S00089376,15,9,18,11,6,2,2,2,0,4,1,0,0,1,0
S00089377,8,4,8,10,7,1,0,0,0,1,1,0,0,0,0
S00089378,3,4,10,6,7,3,0,2,0,1,3,1,0,1,0
S00089379,10,3,18,17,11,9,2,0,0,0,3,0,0,0,2
S00089380,13,3,9,10,18,6,2,2,0,0,1,0,0,0,0
S00089381,8,1,13,9,9,1,2,1,0,0,0,1,0,0,1
S00089382,12,2,15,12,12,1,3,0,0,1,1,0,0,0,0
S00089383,4,3,10,10,11,2,3,0,0,0,4,0,0,0,1
S00089384,6,8,2,13,10,1,1,1,0,4,0,0,0,1,0
S00089385,10,17,11,15,6,0,4,0,1,2,3,1,0,0,2
S00089386,4,12,8,22,14,8,4,2,0,0,2,0,0,0,0
S00089387,10,2,15,16,10,5,0,2,0,0,3,2,0,0,1
S00089388,6,5,4,5,18,8,1,4,0,3,1,1,0,0,0
S00089389,7,5,13,7,6,2,0,3,0,0,0,0,0,0,1
S00089390,10,8,6,5,6,0,0,1,0,1,3,2,0,0,0
S00089391,10,41,6,2,1,1,3,2,0,3,1,0,0,0,2
S00089392,12,12,3,1,2,1,0,2,0,6,3,1,0,1,2
S00089393,11,9,4,2,3,1,2,2,0,7,1,1,0,0,3
S00089394,22,7,6,0,2,1,0,2,0,3,1,0,0,0,0
S00089395,18,21,10,7,3,0,2,1,0,6,2,0,0,0,1
S00089396,22,30,0,2,0,1,5,0,0,1,0,0,0,0,0
S00089397,9,3,4,7,3,3,3,1,0,3,2,4,0,0,2
S00089398,7,3,11,12,4,6,0,1,0,0,2,0,0,0,0
S00089399,33,3,5,1,0,0,0,0,0,0,0,0,0,1,0
S00089400,7,10,5,10,9,2,2,1,0,1,0,0,0,0,0
S00089401,7,14,8,2,2,1,1,2,0,1,3,1,0,0,0
S00089402,12,19,6,5,3,1,1,2,0,3,0,1,0,0,0
S00089403,3,6,7,3,11,2,4,0,0,2,1,1,0,0,1
S00089404,9,2,10,6,9,4,0,0,0,0,2,0,0,0,0
S00089405,7,3,7,7,9,5,1,2,0,2,1,0,0,0,0
S00089406,3,3,6,11,23,3,1,0,0,0,1,0,0,0,0
S00089407,15,13,7,4,10,3,1,0,0,6,1,0,1,0,1
S00089408,8,14,4,6,10,3,1,0,0,2,0,0,1,0,0
S00089409,2,10,8,7,13,3,1,0,0,2,2,0,0,0,1
S00089410,0,7,2,6,13,6,0,0,0,3,2,2,0,0,0
S00089411,2,2,4,4,10,5,0,1,0,3,3,0,0,0,0
S00089412,8,3,23,12,17,5,2,0,0,0,2,3,0,0,1
S00089413,3,2,7,21,17,6,0,2,0,4,1,3,0,0,0
S00089414,10,16,4,2,4,0,2,0,0,3,0,0,0,0,0
S00089415,5,10,5,1,4,3,3,1,2,3,4,2,0,0,1
S00089416,2,2,3,7,15,4,3,3,1,6,4,1,0,0,3
S00089417,8,3,7,11,13,4,1,1,0,0,4,0,0,0,1
S00089418,5,2,12,8,17,3,1,0,0,3,2,0,0,1,1
S00089419,4,15,6,7,11,0,1,1,0,6,4,1,0,0,0
S00089420,9,6,7,7,16,8,2,1,0,0,0,3,0,0,0
S00089421,8,3,5,14,27,2,1,0,0,2,0,0,0,0,1
S00089422,11,17,6,10,2,0,2,1,0,2,1,0,0,0,2
S00089423,4,3,8,12,22,7,0,0,0,2,0,0,0,0,1
S00089424,5,3,8,9,16,4,1,1,0,2,0,2,0,0,1
S00089425,1,6,4,13,25,6,3,1,2,2,1,1,0,0,0
S00089426,0,13,0,9,33,0,6,2,0,1,2,0,0,0,0
S00089427,5,3,3,4,6,4,1,2,0,1,0,1,0,0,0
S00089428,7,17,2,0,6,3,2,2,0,1,0,0,0,0,3
S00089429,17,3,3,3,17,4,2,2,0,0,0,0,0,1,1
S00089430,24,5,10,10,7,2,0,2,0,2,2,0,0,0,2
S00089431,9,5,3,0,5,2,3,2,0,2,1,1,0,0,0
S00089432,3,3,3,6,3,3,0,2,0,1,1,1,0,0,0
S00089433,12,13,1,4,2,0,7,1,0,3,3,0,1,0,1
S00089434,2,0,2,4,8,5,2,0,0,2,1,0,0,0,1
S00089435,7,4,8,7,14,2,3,2,0,0,1,0,0,0,0
S00089436,7,3,7,8,14,5,0,0,0,3,0,0,0,0,1
S00089437,4,6,8,11,14,7,1,0,0,0,2,1,0,0,1
S00089438,3,1,7,19,16,4,0,2,0,0,0,2,0,0,0
S00089439,5,2,7,7,12,8,1,0,0,1,0,1,0,0,0
S00089440,1,2,4,4,8,1,1,0,0,0,0,0,0,0,1
S00089441,6,13,1,4,3,0,4,5,0,5,1,0,2,0,0
S00089442,13,20,3,10,4,4,2,1,0,1,1,0,0,0,2
S00089443,4,11,2,7,0,0,4,3,0,1,1,0,1,0,2
S00089444,0,28,0,7,2,0,11,0,0,2,1,0,7,0,17
S00089445,2,24,0,4,5,0,7,1,0,1,2,0,9,0,17
S00089446,0,20,0,2,3,0,3,0,0,1,0,0,13,0,8
S00089447,0,19,0,5,4,1,3,1,0,1,0,1,7,0,5
S00089448,0,18,0,1,6,0,10,0,0,0,1,0,6,0,10
S00089449,3,31,0,7,2,3,10,0,1,4,2,1,7,0,9
S00089450,0,17,1,3,2,2,1,4,1,7,2,2,0,0,1
S00089451,27,16,5,0,3,1,1,1,0,2,1,0,2,0,2
S00089452,21,35,3,8,2,0,2,0,0,3,1,0,1,0,0
S00089453,2,54,0,2,1,0,8,0,0,1,2,2,4,0,2
S00089454,6,19,5,6,0,1,5,0,0,0,1,1,1,0,2
S00089455,17,30,2,6,3,0,4,1,0,1,1,0,0,0,1
S00089456,8,32,5,1,8,2,8,0,0,1,2,0,5,0,5
S00089457,1,30,0,1,1,0,5,0,0,0,2,0,8,0,6
S00089458,0,22,0,2,3,0,6,2,0,1,1,0,3,0,6
S00089459,0,19,0,8,0,0,7,0,0,0,1,1,2,0,1
S00089460,52,14,7,1,0,0,0,0,0,0,0,0,0,0,1
S00089461,4,45,2,2,1,0,12,0,0,1,1,0,2,1,5
S00089462,1,31,0,5,0,0,7,0,0,0,0,0,4,0,9
S00089463,5,33,2,1,0,0,9,2,0,1,3,1,8,0,5
S00089464,2,27,1,5,4,1,11,0,0,0,1,0,9,0,6
S00089465,2,32,0,3,2,0,7,0,0,0,0,0,4,0,7
S00089466,0,15,0,3,3,0,5,0,0,0,0,0,4,0,3
S00089467,0,25,0,3,1,0,4,1,1,2,1,0,3,0,8
S00089468,0,27,0,0,4,0,1,0,0,4,0,0,2,0,3
S00089469,0,16,0,3,5,1,2,2,0,5,1,0,11,0,4
S00089470,1,16,0,4,1,0,3,0,0,0,0,0,8,0,8
S00089471,0,20,0,7,5,0,3,0,0,0,0,0,4,0,3
S00089472,2,22,1,3,4,0,3,3,0,4,0,0,2,0,2
S00089473,1,27,1,4,0,0,14,2,1,2,0,0,2,0,5
S00089474,2,62,0,6,3,0,10,0,0,0,0,0,6,0,5
S00089475,4,20,0,2,4,1,7,0,0,0,0,0,3,0,2
S00089476,2,15,0,4,0,0,10,0,0,1,1,1,2,0,1
S00089477,1,18,0,4,2,2,10,0,0,0,2,0,13,0,6
S00089478,3,16,0,1,1,0,4,0,0,1,3,1,22,0,2
S00089479,2,16,0,6,2,0,5,0,0,1,0,0,6,0,4
S00089480,2,15,1,1,2,0,2,0,1,0,0,0,8,0,8
S00089481,0,12,0,2,2,1,9,0,0,0,1,1,19,0,14
S00089482,1,25,1,1,1,0,10,1,0,0,0,0,5,0,3
S00089483,1,17,1,4,2,0,6,0,0,0,1,1,9,0,4
S00089484,13,18,4,5,2,4,3,0,1,2,2,0,3,0,6
S00089485,0,22,0,5,2,0,7,0,0,0,0,0,6,0,0
S00089486,27,18,8,10,1,0,4,1,0,0,0,0,1,0,2
S00089487,15,18,4,3,1,0,8,2,0,2,0,0,1,1,0
S00089488,14,25,4,3,1,0,7,0,0,1,0,0,5,0,3
S00089489,3,39,0,3,2,0,2,1,0,0,1,0,19,0,9
S00089490,6,36,0,4,2,1,8,1,1,1,1,0,12,0,6
S00089491,0,19,0,3,1,1,8,0,0,0,2,0,7,0,5
S00089492,9,23,2,9,1,0,4,0,0,1,2,0,0,0,0
S00089493,9,10,6,4,0,0,4,2,0,0,0,0,2,0,3
S00089494,7,23,5,7,1,0,4,1,0,0,1,0,0,0,2
S00089495,10,15,1,5,5,0,2,2,0,0,0,0,1,0,2
S00089496,11,19,1,4,1,1,8,0,0,0,0,0,1,0,2
S00089497,6,22,5,2,8,0,5,1,0,1,1,0,11,0,8
S00089498,1,9,2,6,3,0,7,5,1,8,5,2,2,0,6
S00089499,2,12,1,1,4,1,1,2,0,7,3,1,0,0,1
S00089500,9,10,1,4,4,1,2,1,1,4,0,0,3,0,6
S00089501,2,21,0,1,7,5,4,6,2,8,4,0,3,0,5
S00089502,6,17,0,0,4,4,5,3,0,11,7,2,2,0,4
S00089503,39,11,5,1,0,0,0,0,0,0,0,0,0,0,0
S00089504,37,8,3,3,0,0,0,0,0,0,0,0,0,0,1
S00089505,21,15,10,4,0,0,0,0,0,0,0,0,0,0,0
S00089506,2,22,1,4,5,1,4,1,0,4,1,0,0,0,3
S00089507,6,21,1,2,6,0,4,1,0,4,4,2,0,0,1
S00089508,1,15,1,4,2,3,2,4,0,7,6,1,0,1,6
S00089509,1,16,0,3,2,0,6,0,0,0,0,0,1,0,2
S00089510,2,17,0,2,8,4,0,3,0,6,1,4,2,0,6
S00089511,0,16,1,2,6,0,5,2,0,7,0,1,2,0,2
S00089512,1,28,1,1,1,1,4,0,0,3,0,0,1,0,1
S00089513,3,21,2,3,4,4,3,3,0,8,6,0,4,0,2
S00089514,4,9,1,3,4,2,1,3,0,9,2,0,1,0,1
S00089515,5,23,3,2,11,2,3,3,0,1,1,0,5,0,3
S00089516,5,33,0,8,3,1,6,1,1,1,0,0,3,0,2
S00089517,21,15,3,0,2,1,5,1,0,0,1,0,1,0,2
S00089518,33,24,6,8,7,1,2,3,1,10,3,1,1,1,0
S00089519,9,6,10,10,6,5,1,0,0,1,1,2,0,1,1
S00089520,5,2,6,11,5,3,2,0,0,2,4,1,0,0,1
S00089521,21,12,7,14,7,3,0,3,1,0,1,1,1,0,0
S00089522,9,6,3,10,6,4,2,1,0,3,2,0,2,0,4
S00089523,10,3,2,7,5,2,1,3,0,4,6,0,3,0,1
S00089524,13,10,4,9,3,1,5,2,0,3,3,1,0,0,2
S00089525,6,6,7,4,3,1,3,3,0,2,3,0,0,0,1
S00089526,43,11,10,1,3,0,3,3,0,1,0,0,0,0,0
S00089527,44,9,8,4,2,1,2,0,1,0,0,0,0,1,3
S00089528,11,34,3,6,1,2,2,0,0,2,2,0,1,0,0
S00089529,7,11,8,7,5,2,6,1,0,3,4,1,0,0,3
S00089530,5,11,1,1,2,2,3,3,0,1,2,0,2,0,3
S00089531,7,10,1,5,3,1,5,1,0,4,5,0,0,0,2
S00089532,6,15,2,6,5,2,2,3,0,4,7,0,1,0,5
S00089533,6,10,2,1,3,5,4,1,0,6,0,1,0,0,1
S00089534,4,14,7,0,3,7,6,4,0,3,9,0,1,0,1
S00089535,7,10,2,3,7,2,1,1,1,4,2,0,0,0,2
S00089536,9,24,3,3,7,1,3,1,0,7,5,0,0,0,1
S00089537,4,7,2,4,2,3,4,5,0,1,2,0,1,0,2
S00089538,8,3,4,3,2,4,2,4,0,3,1,0,1,0,3
S00089539,3,18,0,1,5,2,1,4,0,2,4,1,0,0,0
S00089540,3,20,2,3,5,1,1,4,0,6,1,1,0,0,1
S00089541,9,10,1,3,7,2,0,1,1,3,3,1,0,1,2
S00089542,1,53,0,4,1,0,13,7,0,0,1,0,0,0,3
S00089543,4,33,1,2,0,0,4,2,0,2,1,2,1,1,1
S00089544,4,17,0,4,2,0,6,2,0,9,4,1,0,0,3
S00089545,42,6,5,2,0,0,0,0,0,0,0,0,0,0,0
S00089546,2,12,1,2,3,1,3,3,1,11,3,2,2,0,1
S00089547,7,15,4,10,7,3,6,0,1,10,2,1,1,0,2
S00089548,3,63,0,4,6,3,10,2,0,4,1,0,4,0,4
S00089549,6,27,3,3,3,1,7,1,1,4,1,0,2,0,2
S00089550,6,10,0,6,1,1,2,4,1,9,4,0,1,1,4
S00089551,15,30,2,5,1,0,5,0,0,0,1,0,1,0,0
S00089552,1,10,0,7,4,0,5,1,0,0,0,2,0,0,5
S00089553,0,23,1,4,1,1,2,3,0,0,0,0,0,0,1
S00089554,2,23,1,2,3,0,1,0,1,4,0,1,1,0,2
S00089555,6,18,11,7,6,5,8,4,0,2,2,0,1,0,1
S00089556,6,19,2,8,5,0,0,2,0,0,0,1,0,0,3
S00089557,3,59,0,5,5,1,10,1,0,2,0,0,3,0,6
S00089558,2,17,1,7,5,0,7,4,0,8,1,1,0,0,5
S00089559,6,19,4,4,13,4,3,3,0,6,6,1,1,0,0
S00089560,13,22,1,4,4,0,6,1,0,0,0,0,0,0,2
S00089561,3,8,4,1,5,1,4,3,0,5,2,1,2,0,2
S00089562,13,21,3,7,5,0,2,2,0,4,1,1,0,0,3
S00089563,6,6,4,4,1,1,5,2,0,2,2,0,5,0,2
S00089564,5,7,2,6,6,0,1,1,0,4,5,0,4,0,4
S00089565,6,16,1,6,7,1,7,3,0,7,8,1,4,0,4
S00089566,6,16,4,5,6,3,4,1,1,5,4,1,8,0,4
S00089567,3,13,0,0,13,3,1,3,0,14,2,5,0,0,5
S00089568,2,12,0,4,15,4,4,2,0,6,4,0,5,0,6
S00089569,36,18,0,7,2,0,1,1,0,2,0,2,1,0,4
S00089570,2,12,1,1,7,1,2,2,0,13,3,4,2,0,4
S00089571,4,17,2,8,8,0,3,0,2,1,1,5,6,0,4
S00089572,10,10,3,5,2,4,2,1,0,1,0,0,1,0,2
S00089573,5,14,5,3,7,3,3,2,0,0,2,1,2,0,1
S00089574,0,21,0,4,2,0,11,0,0,2,0,0,4,0,2
S00089575,5,4,6,5,6,1,4,0,0,0,1,0,1,0,2
S00089576,0,10,7,9,8,1,7,2,0,1,0,0,4,0,4
S00089577,1,13,0,1,2,0,2,1,0,8,3,4,1,0,1
S00089578,0,9,1,1,7,1,3,3,0,7,1,2,2,0,4
S00089579,0,13,0,4,5,0,1,3,0,5,2,1,3,0,1
S00089580,1,10,0,5,6,1,2,5,0,4,3,4,0,0,3
S00089581,1,9,0,4,8,1,3,0,0,4,0,0,0,0,5
S00089582,0,17,1,1,15,0,2,3,1,5,0,0,1,0,7
S00089583,13,26,2,7,0,2,6,3,0,6,3,2,0,0,7
S00089584,6,15,0,3,1,2,4,2,0,1,1,2,1,0,0
S00089585,3,20,1,7,10,3,3,5,0,3,1,0,0,0,3
S00089586,0,8,0,4,4,2,1,3,0,9,1,0,3,0,8
S00089587,5,20,0,5,2,1,0,0,0,5,1,1,2,0,1
S00089588,6,9,8,10,5,4,0,0,0,2,1,0,0,0,0
S00089589,6,4,5,10,4,6,1,1,0,0,2,0,0,0,1
S00089590,9,9,6,10,6,3,3,0,1,1,1,0,2,0,2
S00089591,2,4,2,7,10,4,4,1,0,4,0,1,3,1,2
S00089592,5,13,2,1,5,1,2,3,0,8,1,2,0,0,4
S00089593,8,12,1,4,5,5,1,3,0,5,5,3,0,0,1
S00089594,1,5,0,1,8,1,3,6,1,2,0,1,1,0,0
S00089595,1,4,2,5,5,12,0,3,1,3,5,2,3,0,2
S00089596,3,9,6,9,3,3,3,2,1,2,1,1,1,0,3
S00089597,0,11,0,0,7,1,0,8,0,9,3,3,0,0,3
S00089598,1,17,0,3,2,0,2,3,0,3,1,0,1,0,2
S00089599,1,25,0,4,10,2,3,3,0,7,4,1,0,0,4
S00089600,2,11,0,4,2,0,1,2,0,2,2,1,1,0,0
S00089601,2,10,3,3,3,0,3,3,0,3,2,0,3,0,2
S00089602,6,41,2,2,6,0,4,5,0,5,0,1,0,0,2
S00089603,3,19,3,6,3,2,2,1,0,2,2,0,5,0,1
S00089604,3,19,1,5,2,2,2,1,0,1,4,0,2,0,1
S00089605,7,31,1,11,6,0,4,1,1,5,2,2,3,0,2
S00089606,7,28,1,7,3,1,2,3,0,8,0,2,1,0,5
S00089607,0,10,1,1,18,1,1,0,0,7,1,3,2,0,4
S00089608,15,8,3,4,0,1,1,2,1,1,1,0,0,0,2
S00089609,0,14,0,4,10,3,1,5,0,4,1,1,0,0,2
S00089610,3,22,2,9,6,1,3,6,0,12,3,0,1,0,1
S00089611,7,33,2,2,0,1,3,1,0,3,2,2,1,0,1
S00089612,3,12,0,6,4,4,0,3,0,3,2,0,0,0,5
S00089613,7,3,4,4,0,2,2,1,0,0,1,0,4,0,2
S00089614,0,21,1,5,10,4,2,4,2,13,2,2,0,0,6
S00089615,2,14,3,8,8,3,3,1,2,4,4,1,0,0,2
S00089616,1,34,0,2,9,0,7,2,0,10,2,0,0,0,2
S00089617,1,28,0,2,13,1,2,7,1,6,2,5,0,0,1
S00089618,1,23,0,1,4,0,4,4,0,15,0,1,0,0,5
S00089619,2,22,0,3,11,0,5,4,1,6,2,2,0,0,5
S00089620,3,21,0,4,9,2,2,11,0,10,2,1,0,0,4
S00089621,28,8,5,0,0,1,0,0,0,0,1,0,0,0,0
S00089622,7,14,8,1,3,1,0,0,0,2,4,0,3,0,2
S00089623,7,7,6,8,5,4,0,2,1,2,2,0,3,0,1
S00089624,4,8,3,4,2,1,5,0,0,0,0,0,6,0,3
S00089625,6,5,3,2,9,2,2,2,0,0,0,1,5,0,6
S00089626,7,11,1,0,2,2,3,2,0,0,1,0,24,0,8
S00089627,1,25,0,2,0,0,9,0,0,1,0,0,5,0,3
S00089628,1,40,0,1,3,0,10,1,0,1,1,0,11,0,2
S00089629,0,24,0,1,5,1,4,3,0,9,1,3,6,0,8
S00089630,1,2,1,0,12,0,3,1,0,2,1,4,1,0,2
S00089631,1,18,1,3,8,1,1,5,0,3,0,1,8,0,2
S00089632,1,17,0,2,7,0,4,4,0,3,0,1,2,0,7
S00089633,1,28,0,2,3,5,7,2,0,9,0,3,12,0,7
S00089634,4,5,3,9,2,4,1,0,0,0,4,0,8,0,6
S00089635,0,15,0,2,0,0,5,0,0,0,0,0,7,0,5
S00089636,5,7,7,8,9,0,1,1,0,0,2,1,4,1,4
S00089637,3,19,1,2,1,0,6,0,0,0,0,0,4,0,4
S00089638,4,14,0,4,2,0,3,0,0,1,2,1,10,0,6
S00089639,4,34,2,2,2,0,7,0,0,0,1,0,5,0,4
S00089640,1,24,3,4,4,0,6,0,0,2,3,0,11,0,8
S00089641,3,19,0,1,3,0,5,0,0,0,0,0,3,0,4
S00089642,1,13,0,2,6,0,9,1,0,1,1,1,0,0,1
S00089643,4,19,2,3,3,0,9,2,0,9,1,0,10,0,5
S00089644,2,19,0,3,19,0,3,3,0,8,1,2,5,0,8
S00089645,2,18,2,3,11,1,3,2,0,9,1,1,8,0,5
S00089646,16,28,7,5,3,1,7,2,0,0,2,1,6,0,3
S00089647,1,15,1,6,3,1,9,0,1,0,2,1,22,0,4
S00089648,0,12,0,1,4,0,4,0,0,0,0,0,5,0,5
S00089649,5,16,2,3,1,3,4,1,0,1,3,2,7,0,2
S00089650,5,18,1,3,4,2,2,1,0,3,0,2,18,0,1
S00089651,7,22,3,8,7,2,3,3,0,2,1,0,1,0,5
S00089652,4,11,2,4,3,0,3,0,0,1,0,1,16,0,9
S00089653,2,17,0,2,2,1,13,0,0,0,0,1,12,0,9
S00089654,1,7,1,3,3,0,3,0,1,2,1,1,13,0,5
S00089655,3,1,0,1,3,0,0,0,0,0,3,0,12,0,6
S00089656,0,28,0,6,3,0,6,0,0,0,0,0,8,0,2
S00089657,4,8,1,5,4,1,1,0,0,0,0,1,5,0,1
S00089658,4,32,0,4,1,0,15,0,0,0,0,0,14,0,4
S00089659,2,19,0,2,0,1,4,0,0,0,0,2,12,0,6
S00089660,1,28,1,3,3,1,3,1,0,1,0,1,15,0,2
S00089661,3,56,0,5,2,0,8,1,0,0,1,0,10,0,5
S00089662,3,20,1,1,5,1,1,1,0,0,4,1,9,0,3
S00089663,0,34,0,4,0,1,6,3,0,0,0,0,9,0,13
S00089664,6,18,2,3,3,1,2,0,0,0,0,0,4,0,2
S00089665,1,34,1,0,2,0,8,2,0,0,0,0,10,0,6
S00089666,0,18,0,7,1,1,4,1,0,0,0,0,14,0,4
S00089667,1,27,0,5,0,0,3,0,0,1,0,0,3,0,4
S00089668,6,31,6,0,3,1,7,0,0,1,0,0,3,0,3
S00089669,1,18,0,1,1,0,10,1,0,0,3,1,17,0,13
S00089670,0,12,0,1,2,0,2,1,0,0,0,0,16,0,4
S00089671,3,17,0,4,2,2,6,2,0,1,0,1,3,0,5
S00089672,11,53,2,6,1,1,3,1,2,4,1,0,0,0,1
S00089673,31,26,12,4,1,0,2,0,0,0,1,0,1,0,0
S00089674,2,37,0,6,4,2,9,1,0,0,0,1,5,0,13
S00089675,4,27,0,5,2,0,13,1,0,1,0,1,10,0,14
S00089676,2,32,0,1,1,1,4,0,0,1,0,0,2,0,5
S00089677,1,31,0,9,3,0,14,0,0,1,0,1,5,0,7
S00089678,0,18,0,2,2,0,2,2,0,0,0,2,5,0,3
S00089679,4,43,1,5,4,1,8,1,0,1,0,0,7,0,7
S00089680,2,52,0,3,3,1,11,0,0,0,0,0,9,0,2
S00089681,1,6,3,8,3,2,2,0,0,0,2,0,14,1,15
S00089682,2,10,0,2,2,0,10,0,0,0,0,2,2,0,3
S00089683,4,22,0,2,1,2,6,0,0,2,0,0,4,0,3
S00089684,3,26,1,2,2,0,9,2,0,1,1,0,1,0,2
S00089685,0,28,1,5,3,0,8,1,0,2,2,0,8,0,7
S00089686,3,6,0,2,1,2,1,1,0,2,0,0,5,0,2
S00089687,1,24,0,4,3,0,6,0,0,0,0,2,4,0,2
S00089688,5,15,2,5,3,0,3,2,0,2,0,0,7,0,7
S00089689,5,23,2,4,0,2,1,0,0,0,4,0,1,0,0
S00089690,9,10,9,14,6,5,2,1,0,0,5,0,6,0,2
S00089691,14,13,6,3,6,6,5,2,0,5,2,1,3,0,2
S00089692,1,4,3,1,2,1,3,2,0,1,1,0,3,0,3
S00089693,3,6,3,4,3,1,2,0,0,0,1,0,4,0,1
S00089694,0,20,1,6,9,1,13,1,0,0,0,0,4,0,2
S00089695,3,20,5,8,7,1,6,1,0,2,1,1,3,0,0
S00089696,0,11,2,15,8,5,10,3,1,1,0,0,5,0,1
S00089697,1,6,1,6,9,0,2,2,0,2,1,1,4,0,1
S00089698,3,10,3,8,7,2,3,2,0,0,2,0,5,0,2
S00089699,3,7,0,4,2,1,3,0,0,1,0,3,3,0,5
S00089700,3,13,3,7,6,5,4,1,0,0,0,0,6,0,3
